,fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
0,"""fecha_dato""",,"""ind_empleado""","""pais_residencia""","""sexo""","""age""","""fecha_alta""","""ind_nuevo""","""antiguedad""","""indrel""","""ult_fec_cli_1t""",,"""tiprel_1mes""","""indresi""","""indext""","""conyuemp""","""canal_entrada""","""indfall""","""tipodom""","""cod_prov""","""nomprov""","""ind_actividad_cliente""",,"""segmento""",,,,,,,,,,,,,,,,,,,,,,"""ind_nomina_ult1""","""ind_nom_pens_ult1""",
1,2015-01-28,1375586.0,N,ES,H, 35,2015-01-12, 0,      6, 1,,1.0,A,S,N,,KHL,N, 1,29,"""MALAGA""", 1,87218.1,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
2,2015-01-28,1050611.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,I,S,S,,KHE,N, 1,13,"""CIUDAD REAL""", 0,35548.74,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
3,2015-01-28,1050612.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,13,"""CIUDAD REAL""", 0,122179.11000000002,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
4,2015-01-28,1050613.0,N,ES,H, 22,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHD,N, 1,50,"""ZARAGOZA""", 0,119775.54,03 - UNIVERSITARIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
5,2015-01-28,1050614.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,50,"""ZARAGOZA""", 1,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
6,2015-01-28,1050615.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,45,"""TOLEDO""", 0,22220.04,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
7,2015-01-28,1050616.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,24,"""LEON""", 0,295590.36,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
8,2015-01-28,1050617.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,50,"""ZARAGOZA""", 1,113316.66,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
9,2015-01-28,1050619.0,N,ES,H, 24,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,20,"""GIPUZKOA""", 0,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
10,2015-01-28,1050620.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,10,"""CACERES""", 0,113194.98,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
11,2015-01-28,1050621.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,50,"""ZARAGOZA""", 0,72575.88,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
12,2015-01-28,1050622.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,17,"""GIRONA""", 0,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
13,2015-01-28,1050623.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,49,"""ZAMORA""", 1,113538.81,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
14,2015-01-28,1050624.0,N,ES,H, 65,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,50,"""ZARAGOZA""", 1,61605.09,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
15,2015-01-28,1050625.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,49,"""ZAMORA""", 1,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
16,2015-01-28,1050626.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1, 8,"""BARCELONA""", 1,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
17,2015-01-28,1050610.0,N,ES,V, 24,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,37,"""SALAMANCA""", 1,68318.45999999999,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
18,2015-01-28,1050627.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,13,"""CIUDAD REAL""", 0,65608.35,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
19,2015-01-28,1050609.0,N,ES,H, 22,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KFA,N, 1,13,"""CIUDAD REAL""", 1,73432.47,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
20,2015-01-28,1050605.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,45,"""TOLEDO""", 0,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
21,2015-01-28,1050582.0,N,ES,V, 28,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,13,"""CIUDAD REAL""", 1,64620.56999999999,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
22,2015-01-28,1050586.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,13,"""CIUDAD REAL""", 1,64194.99000000001,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,1.0
23,2015-01-28,1050588.0,N,ES,H, 22,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1, 9,"""BURGOS""", 1,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
24,2015-01-28,1050589.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,22,"""HUESCA""", 0,119173.88999999998,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
25,2015-01-28,1050591.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,13,"""CIUDAD REAL""", 1,58728.39,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
26,2015-01-28,1050592.0,N,ES,H, 22,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHD,N, 1,31,"""NAVARRA""", 0,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
27,2015-01-28,1050595.0,N,ES,V, 25,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1, 5,"""AVILA""", 1,86863.38,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
28,2015-01-28,1050596.0,N,ES,H, 25,2012-08-10, 0,     35, 1,,1.0,A,S,S,,KHE,N, 1,50,"""ZARAGOZA""", 1,68421.36,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
29,2015-01-28,1050597.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,45,"""TOLEDO""", 0,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
30,2015-01-28,1050598.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,45,"""TOLEDO""", 1,90408.75,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
31,2015-01-28,1050599.0,N,ES,V, 24,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,49,"""ZAMORA""", 0,74780.37,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
32,2015-01-28,1050601.0,N,ES,V, 26,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,45,"""TOLEDO""", 0,120146.49,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
33,2015-01-28,1050602.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,37,"""SALAMANCA""", 1,91282.71,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
34,2015-01-28,1050603.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,50,"""ZARAGOZA""", 1,131351.94,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
35,2015-01-28,1050604.0,N,ES,H, 53,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,37,"""SALAMANCA""", 0,113279.1,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
36,2015-01-28,1050607.0,N,ES,V, 27,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,40,"""SEGOVIA""", 0,70777.59,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
37,2015-01-28,1050580.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,27,"""LUGO""", 1,77320.92,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
38,2015-01-28,1050628.0,N,ES,V, 22,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,25,"""LERIDA""", 0,,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
39,2015-01-28,1050630.0,N,ES,V, 22,2012-08-10, 0,     35, 1,,1.0,I,S,S,,KHD,N, 1, 8,"""BARCELONA""", 0,64398.06,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
40,2015-01-28,1050669.0,N,ES,V, 32,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,29,"""MALAGA""", 1,171398.84999999998,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
41,2015-01-28,1050670.0,N,ES,V, 37,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,37,"""SALAMANCA""", 1,64031.25,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,1.0
42,2015-01-28,1050676.0,N,ES,V, 31,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,45,"""TOLEDO""", 0,90431.85,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
43,2015-01-28,1050679.0,N,ES,V, 39,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,28,"""MADRID""", 1,157191.69,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
44,2015-01-28,1050680.0,N,ES,V, 53,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1, 8,"""BARCELONA""", 0,133092.33000000002,02 - PARTICULARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
45,2015-01-28,1050686.0,N,ES,V, 39,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,10,"""CACERES""", 1,37075.26,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,1.0
46,2015-01-28,1050688.0,N,ES,V, 63,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,28,"""MADRID""", 1,245052.27,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
47,2015-01-28,1050693.0,N,ES,V, 37,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1, 8,"""BARCELONA""", 0,104035.08,02 - PARTICULARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
48,2015-01-28,1050694.0,N,ES,V, 31,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,28,"""MADRID""", 1,57155.34,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,1.0
49,2015-01-28,1050697.0,N,ES,H, 33,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,28,"""MADRID""", 1,,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
50,2015-01-28,1050703.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,22,"""HUESCA""", 0,53631.36,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
51,2015-01-28,1050704.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1, 8,"""BARCELONA""", 0,72880.79999999999,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
52,2015-01-28,1050706.0,N,ES,H, 33,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,37,"""SALAMANCA""", 1,84061.95000000001,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
53,2015-01-28,1050707.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1, 3,"""ALICANTE""", 0,106686.96,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
54,2015-01-28,1050710.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1, 3,"""ALICANTE""", 0,132398.40000000002,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
55,2015-01-28,1050663.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,42,"""SORIA""", 1,148080.45,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
56,2015-01-28,1050629.0,N,ES,V, 55,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,50,"""ZARAGOZA""", 0,101919.09,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
57,2015-01-28,1050662.0,N,ES,V, 37,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KAT,N, 1,28,"""MADRID""", 1,122456.91,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 0, 0,0.0
58,2015-01-28,1050660.0,N,ES,H, 32,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KFC,N, 1,41,"""SEVILLA""", 1,94683.27,03 - UNIVERSITARIO,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,1.0
59,2015-01-28,1050632.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1, 8,"""BARCELONA""", 0,289211.4,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
60,2015-01-28,1050633.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,45,"""TOLEDO""", 1,34406.58,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
61,2015-01-28,1050634.0,N,ES,H, 55,2012-08-10, 0,     35, 1,,1.0,I,S,N,,KHE,N, 1,50,"""ZARAGOZA""", 0,101919.09,02 - PARTICULARES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
62,2015-01-28,1050635.0,N,ES,V, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,37,"""SALAMANCA""", 1,77346.51,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,0.0
63,2015-01-28,1050636.0,N,ES,H, 23,2012-08-10, 0,     35, 1,,1.0,A,S,N,,KHE,N, 1,39,"""CANTABRIA""", 1,136930.23,03 - UNIVERSITARIO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0, 0,1.0
